mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
6.458297650019328,0.47123914228968533,0.3417905966440837,0.14683613120145755,100,2,6,sqrt,15,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",-998.4005887240149,-911.1126804886625,-981.9149943879513,-963.8094212002096,37.86514286577505,32,-423.68064984496203,-432.7988780757253,-439.115504652976,-431.86501085788785,6.3357591874234975
143.28333266576132,1.8811056382207274,0.8998663425445557,0.2801198681509962,300,10,1,0.3,20,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': 20, 'bootstrap': False}",-453.8574798397559,-416.71953266947935,-451.89982185794236,-440.8256114557259,17.064297661686968,5,-9.934957090398592,-9.402626233944694,-10.093209322109697,-9.810264215484327,0.2953951987938263
176.22592027982077,2.22496077263272,0.7204458713531494,0.16314050809670136,300,10,4,0.5,10,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': False}",-809.3659766554043,-778.3748912234316,-824.8515958545095,-804.1974879111152,19.322801302537133,22,-446.1824283511344,-485.6546962363909,-496.74773173759263,-476.19495210837266,21.69988549688414
11.362073342005411,1.115835674244991,0.7131867408752441,0.32601753424782537,200,5,6,sqrt,10,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",-1171.6741799813685,-1081.6307054138606,-1149.9336008778027,-1134.4128287576773,38.363416631395154,37,-787.3556113134769,-817.2702689520493,-810.9970660692087,-805.207648778245,12.880468413711572
25.82492168744405,3.1824639125640637,0.9005011717478434,0.07797846536041327,200,5,2,sqrt,30,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': False}",-693.2376057963836,-618.9563609621882,-668.2973052261061,-660.163757328226,30.865749999902828,16,-6.875792248563065,-6.366446428835295,-6.481477653357795,-6.574572110252052,0.21811040697601736
629.2757960160574,2.468199376403866,1.9692858854929607,0.8453813688389792,800,2,1,0.5,15,False,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 15, 'bootstrap': False}",-453.7800118444529,-433.66079253642164,-460.8473069832245,-449.42937045469967,11.51731167469881,6,-33.419722995842825,-31.010922138186007,-35.89831681236311,-33.44298731546399,1.9953383333358548
165.99290164311728,2.5268667837265633,0.4556426207224528,0.09562978365789475,200,10,4,0.7,10,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.7, 'max_depth': 10, 'bootstrap': False}",-824.2653630880442,-809.1744337600621,-853.6171769579703,-829.0189912686923,18.452408901435987,23,-455.0512806462751,-520.2770680491604,-519.0101593682017,-498.1128360212124,30.453510228795935
38.551320711771645,3.52467213022291,1.4960288206736247,0.45968843142463583,800,15,2,log2,10,False,"{'n_estimators': 800, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': False}",-1250.0609015905295,-1153.4334074246121,-1230.768171558846,-1211.420826857996,41.7529078223001,40,-818.1598829688041,-839.9896054497334,-833.5152394510247,-830.5549092898541,9.154483852042109
3.3817996184031167,0.3816971930375426,0.310819149017334,0.14196061078495148,100,10,4,log2,,True,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}",-1109.5359027477048,-1012.2498651015574,-1086.4646766586488,-1069.4168148359702,41.50594716235058,35,-386.2190348698199,-391.14177186053365,-393.8103069847703,-390.3903712383746,3.14433938499453
5.725227514902751,0.5318859688154043,0.3325347105662028,0.10266143351525063,100,5,1,log2,25,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 25, 'bootstrap': True}",-1059.334316790615,-973.0168069878773,-1043.2316896345526,-1025.1942711376817,37.47612105647967,34,-182.2123770009104,-183.3902811846523,-185.9742954633845,-183.85898454964908,1.571150271371331
389.7036581834157,3.3909593298136564,1.500016689300537,0.036766212892154995,800,5,4,0.7,10,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.7, 'max_depth': 10, 'bootstrap': True}",-871.0724776142666,-829.2050638598374,-876.9106560423845,-859.0627325054962,21.24666820241237,25,-506.33975839680676,-542.6457492383894,-550.3247742431223,-533.1034272927728,19.182671621987453
119.40097618103027,2.6216061841115192,0.6525219281514486,0.01869650250117207,200,10,6,0.7,30,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 0.7, 'max_depth': 30, 'bootstrap': True}",-659.0519620710096,-614.623906531475,-659.6897400355747,-644.4552028793531,21.095518821607836,12,-187.61799910749377,-195.49971996825886,-200.56497493302504,-194.56089800292588,5.327105891486577
54.6703999042511,10.290173106849304,1.0168620745340984,0.43451982790363874,500,10,2,sqrt,,False,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-716.1706385214301,-640.3255404971891,-684.2675775483091,-680.2545855223094,31.09338410152267,18,-32.66793407966121,-31.451190480320257,-32.172137748000004,-32.09708743599382,0.4995602457051349
458.2288822333018,7.725188255504012,1.940419356028239,0.3118277207641662,800,2,6,0.7,15,True,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 0.7, 'max_depth': 15, 'bootstrap': True}",-677.4277092843276,-630.7217336358902,-671.1422373651963,-659.7638934284714,20.69560457963493,15,-218.53425196692933,-224.54426223154806,-233.65242908484933,-225.57698109444223,6.2150194973967725
6.7802755037943525,1.4773715487825458,0.41530299186706543,0.1633216734527979,100,15,6,log2,30,False,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': False}",-1014.7127468331402,-905.8980780316308,-983.683309566104,-968.0980448102918,45.769956628973105,33,-232.72624470437987,-231.93027661699614,-235.24569999255252,-233.30074043797617,1.413162423016001
46.52088371912638,2.059401718048237,0.43642393747965497,0.054201538853627114,100,5,2,0.3,15,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.3, 'max_depth': 15, 'bootstrap': False}",-510.25728072928047,-470.5774138210143,-502.8108528581299,-494.5485158028082,17.22058109116792,8,-45.102705984197705,-44.19457471051081,-48.480637528448185,-45.92597274105223,1.8440733417324904
20.32210652033488,0.7096233236046173,0.8210442066192627,0.1041630202742096,300,15,2,log2,25,False,"{'n_estimators': 300, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 25, 'bootstrap': False}",-948.0020110174663,-864.0244375606272,-925.1029746629144,-912.3764744136694,35.445084918976924,28,-130.1942167079293,-131.7715465752153,-131.79832094160938,-131.25469474158467,0.7499508702011157
41.67818514506022,3.035939796942557,1.0721598466237385,0.35612777845386245,800,2,2,log2,10,False,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': False}",-1239.7311072832274,-1146.0244390519103,-1218.2235586120748,-1201.3263683157375,40.07801723045114,38,-771.9813990350611,-800.5217868727372,-785.5357872647215,-786.0129910575066,11.65644963317526
47.91512139638265,1.1224343284971179,1.4939778645833333,0.12951915502506045,800,10,6,sqrt,10,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",-1174.3682504678877,-1079.1598860922195,-1146.9917614310186,-1133.5066326637086,40.02120009174889,36,-794.6504861339563,-814.5634857425885,-808.6456429215125,-805.9532049326857,8.349403375735069
138.55702646573386,3.009250186516067,0.9519147872924805,0.07069850822140118,300,2,4,0.5,15,True,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 15, 'bootstrap': True}",-672.0217714301094,-610.8179963503529,-661.9210033599992,-648.2535903801539,26.79022401517127,13,-186.31012482231523,-188.27472424785276,-197.2931580154252,-190.6260023618644,4.782128961547808
29.390034675598145,2.1665252941809268,1.416711409886678,0.1462396943572498,500,15,6,log2,,False,"{'n_estimators': 500, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': None, 'bootstrap': False}",-999.8700323041637,-907.5719055280434,-966.0091294915578,-957.8170224412551,38.123212657888715,31,-228.68071248650884,-229.86633409650344,-229.91688141522366,-229.487975999412,0.5711943874058918
22.699058135350544,1.5479324116205486,0.862175703048706,0.23920436438746293,300,5,4,sqrt,30,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-937.3084543169923,-857.0280538759018,-916.6196663156234,-903.6520581695058,34.032874494317014,27,-262.5367474244334,-265.34360196104154,-266.9885575348516,-264.9563023067755,1.837961566781975
347.64775411287945,2.7714628339705434,1.0965348084767659,0.03922185201762187,300,5,2,0.7,,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None, 'bootstrap': False}",-421.6682331292633,-399.61291822801684,-415.6654129924156,-412.3155214498986,9.310408471463761,1,-2.300410779240497,-2.808128657303911,-2.3976000689816024,-2.5020465018420035,0.22003962359728244
29.461567004521687,0.9440105718245466,0.47586854298909503,0.09499389163880946,100,15,1,0.3,15,True,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': 15, 'bootstrap': True}",-748.1320086253612,-669.9749500485378,-730.0346685793407,-716.0472090844132,33.405271227626415,19,-245.19236657962165,-248.64657664033695,-258.32493967228527,-250.72129429741463,5.558444568161165
56.81605998675028,1.0760202226070352,0.6911632219950358,0.09050616159191958,200,5,4,0.3,25,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.3, 'max_depth': 25, 'bootstrap': True}",-703.0613442095122,-635.0543581510972,-680.6803502944745,-672.9320175516946,28.299175882075776,17,-163.69661662516307,-161.82358267658395,-166.03909271183323,-163.85309733786008,1.7245281237498897
240.7314774195353,6.207397454982651,2.1824623743693032,0.27433201837795507,800,5,2,0.3,,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.3, 'max_depth': None, 'bootstrap': True}",-665.1108166167107,-597.7160590583654,-645.3232480089702,-636.0500412280154,28.2843609271837,11,-108.1354790016966,-107.34475673162716,-109.86656242964906,-108.44893272099095,1.0531115547900685
662.247535943985,13.478864346472424,0.43094174067179364,0.3449952784944684,800,10,1,0.7,,False,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': None, 'bootstrap': False}",-435.4398267104936,-412.2863565514386,-423.29073195308086,-423.672305071671,9.456214663214372,2,-6.003722743179768,-6.5442319789113,-6.228986761019124,-6.258980494370064,0.22167886158136765
34.24279777208964,3.007988680496336,0.3073190053304036,0.04342790599592928,100,5,4,0.3,10,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.3, 'max_depth': 10, 'bootstrap': False}",-859.9865715522104,-792.7534100451991,-847.018327243504,-833.252769613638,29.122642213036958,24,-481.4218824448,-504.2332373710307,-510.87913645435356,-498.8447520900615,12.615051424475883
377.4332863489787,5.180538273667295,0.9440720081329346,0.2419500159952486,500,15,1,0.5,30,False,"{'n_estimators': 500, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 30, 'bootstrap': False}",-443.98020915982244,-410.9990336796544,-432.6209680688674,-429.2000703027814,13.680067986135109,3,-18.587241259928295,-18.811856443591427,-19.404463693114163,-18.934520465544626,0.34472015030249237
342.20216766993207,1.7896127656701861,1.389182726542155,0.4480827287307068,800,15,4,0.5,25,True,"{'n_estimators': 800, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 25, 'bootstrap': True}",-674.0326404455006,-612.8581541785861,-661.2550408597775,-649.3819451612881,26.347767060408803,14,-196.83437492101606,-198.1475187881882,-204.87365556153765,-199.95184975691396,3.5212891567145728
16.930989185969036,1.4692993720150667,0.6391225655873617,0.247946152321146,300,5,6,sqrt,20,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",-991.3332798447937,-894.0754995318744,-951.6879834171497,-945.6989209312725,39.9305280868646,30,-376.0598046039226,-381.58710772915595,-380.26150610015014,-379.30280614440954,2.3561407942376618
332.5587789217631,4.931374204635533,0.7488627433776855,0.043281921009168535,500,5,1,0.7,20,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': 20, 'bootstrap': True}",-598.0251987542027,-551.4776662539492,-590.5275009186689,-580.0101219756069,20.406365679031165,9,-89.82655007841703,-90.69495222296187,-94.70278122478348,-91.74142784205412,2.1237923571156783
37.499070485432945,3.8169145027356417,1.0635496775309246,0.329438315681441,300,2,1,sqrt,15,False,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': False}",-760.0574739423879,-685.4793510185424,-742.7456982225148,-729.4275077278149,31.869575389399067,21,-76.67084630064863,-75.31837400752943,-79.59520926261202,-77.19480985693002,1.7848871684250558
207.27956048647562,7.258118126905135,0.6721140543619791,0.06943371228429969,200,15,2,0.7,15,False,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': 15, 'bootstrap': False}",-493.7550025527242,-477.2200687679445,-505.7282456408363,-492.2344389871683,11.687974512911198,7,-61.38613940239492,-62.67115573887531,-72.00051771601606,-65.3526042857621,4.729966982151754
81.47784884770711,5.026039125250068,0.3191362222035726,0.04011988796667743,100,10,4,0.5,20,False,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 20, 'bootstrap': False}",-453.5588588047677,-419.8198625607589,-439.0448565714179,-437.47452597898155,13.818572538808432,4,-20.793608219737262,-20.756057153660205,-20.402128750041,-20.650598041146157,0.1763618668299254
67.55526963869731,5.279024657228521,0.5146025816599528,0.027755631470151147,200,5,1,0.5,10,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",-885.6488473587573,-834.3069162689652,-884.2394077932767,-868.065057140333,23.877544350156313,26,-512.4706825378197,-540.5263307277249,-551.5857217387241,-534.8609116680896,16.463480854364356
22.385236024856567,0.9436990281293337,1.017404317855835,0.1695878354026881,500,5,1,log2,10,False,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': False}",-1239.375847158016,-1145.6457539609198,-1219.5105985057457,-1201.5107332082273,40.32640950816803,39,-767.2727009391198,-794.100805274261,-788.0163479559103,-783.1299513897637,11.484611417183228
10.394853274027506,1.304318896218376,0.48704926172892254,0.009305593698404583,100,15,2,sqrt,,False,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-753.174850578233,-680.2462935340492,-730.5913838846849,-721.3375093323224,30.483539315613587,20,-78.86789093317603,-76.98822521036031,-78.93918375612648,-78.26509996655427,0.9033557895997582
18.569624662399292,0.41700223457632146,0.24901835123697916,0.055270033031283285,100,2,4,0.3,10,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.3, 'max_depth': 10, 'bootstrap': True}",-945.581120026168,-870.286203323193,-927.7833586013635,-914.5502273169081,32.1316867802974,29,-571.2411726632439,-597.9924159924796,-601.3583963339306,-590.1973283298847,13.474280046523127
125.82266640663147,2.6176585586062324,0.46961132685343426,0.07949855206922407,500,2,4,0.7,30,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.7, 'max_depth': 30, 'bootstrap': True}",-618.1787178804012,-570.24283579294,-616.2728049141173,-601.5647861958196,22.161626878294143,10,-132.2958124392286,-134.7385544206421,-141.05934122439606,-136.03123602808893,3.692616822416336
